age,job,marital,education,default,housing,loan,month,day_of_week,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,cluster
49,1,1,7,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
54,4,1,0,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
54,1,0,0,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
55,11,1,0,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
34,7,1,3,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
52,9,1,2,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
41,0,1,6,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
56,9,1,0,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
58,4,3,6,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,0
32,2,1,3,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
38,0,2,5,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,5
57,0,1,6,0,0,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
44,0,1,6,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
42,9,2,5,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,0
57,0,1,6,0,2,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
40,1,1,2,0,0,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
35,0,1,6,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
45,1,1,2,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
54,0,1,3,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
39,3,1,0,0,0,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
60,0,1,3,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
53,0,2,5,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
55,1,1,0,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
55,9,1,5,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
50,4,1,6,1,0,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
45,7,1,3,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
55,10,1,5,1,2,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
25,9,2,6,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,0
47,2,1,6,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
51,1,1,2,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
42,1,1,1,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
42,1,1,1,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
48,0,1,3,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
37,0,1,6,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
44,1,2,2,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,5
33,0,1,7,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
56,0,1,2,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
44,1,2,0,1,2,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
41,4,1,1,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
44,4,0,6,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
47,0,1,6,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
57,11,1,7,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
37,0,1,6,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
41,1,0,0,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,yes,1
55,9,1,6,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
33,7,1,3,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
55,4,1,7,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
42,1,1,2,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
50,1,1,0,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
51,1,1,0,1,1,1,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
38,0,1,3,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
49,2,1,6,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,yes,2
38,9,2,6,0,0,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,0
31,0,0,3,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
41,4,1,1,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
39,0,1,6,0,2,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
49,9,1,2,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,yes,3
34,0,1,3,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
35,0,1,6,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
57,11,1,7,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
60,0,1,7,1,0,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
33,10,1,2,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
42,1,1,1,0,0,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
45,7,1,5,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
42,4,1,6,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
53,0,0,6,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
37,9,2,5,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,0
44,1,1,1,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
54,7,1,7,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
49,1,1,0,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
54,7,1,7,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
52,0,0,6,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
52,0,0,6,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
43,7,2,3,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,0
34,3,1,1,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
35,0,1,3,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
42,2,1,7,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
43,9,1,7,1,2,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
60,5,0,6,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
58,10,1,0,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
35,7,0,3,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
55,1,1,2,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
37,4,1,6,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
36,1,1,3,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
52,0,0,6,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
57,1,0,7,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
56,0,1,7,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
48,1,0,0,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
40,1,1,3,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
49,1,0,3,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
41,7,1,3,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
45,9,1,3,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
32,0,1,6,0,2,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,5
42,0,1,6,0,0,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
50,0,1,1,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
31,9,0,5,0,2,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
56,5,1,0,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
41,9,1,5,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,yes,4
37,1,1,1,0,2,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
41,9,1,5,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
35,1,1,7,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
37,1,1,1,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
52,4,1,6,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
39,4,0,6,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
39,3,1,0,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
56,1,1,0,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
34,7,1,3,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
45,1,1,2,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,yes,1
43,10,2,6,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,0
56,4,1,7,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
39,4,1,6,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
53,1,1,0,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
38,11,0,3,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
42,1,1,0,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
42,1,1,0,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
35,0,2,3,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,5
40,0,1,6,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
51,1,1,0,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
60,1,1,2,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
56,2,1,7,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
39,7,0,3,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
56,2,1,7,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
40,1,1,7,0,2,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
36,1,1,2,0,2,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
51,1,1,7,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
51,1,1,7,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
43,9,2,5,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,0
59,7,1,3,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
24,4,2,6,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,5
37,1,2,2,1,2,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,5
40,1,1,2,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
42,1,1,2,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
39,7,0,3,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
37,2,1,1,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
38,7,1,3,0,2,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
56,0,0,7,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
40,1,1,7,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
54,4,0,6,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
43,1,1,3,1,0,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
36,7,1,3,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
45,9,1,6,0,2,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
42,0,2,6,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,5
43,7,1,3,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
46,4,1,2,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
44,7,1,3,0,2,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
51,0,2,1,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
28,7,1,3,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
37,1,1,2,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
34,9,1,3,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
46,1,1,1,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
42,1,1,2,0,2,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,yes,1
36,0,1,6,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
54,1,1,0,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
57,4,1,6,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
51,9,1,1,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
54,5,1,3,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
49,1,1,0,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
34,0,1,6,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
41,9,1,5,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
38,1,2,2,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,5
45,4,0,6,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
42,9,1,6,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
34,1,2,2,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,5
48,1,1,0,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
37,0,1,3,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
34,1,2,2,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,5
40,0,1,2,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
43,1,1,1,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
33,7,1,3,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
32,7,2,1,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,0
39,1,1,3,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
43,0,1,7,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
44,1,1,2,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
35,8,2,6,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,0
35,8,2,6,1,2,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,0
35,10,1,5,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
36,7,2,0,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,0
35,8,2,6,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,0
36,8,2,2,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,0
55,3,0,6,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
59,0,1,6,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
57,5,1,7,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
39,1,1,5,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
39,3,1,0,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
30,1,2,7,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,5
30,1,2,7,0,2,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,5
50,3,1,0,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
40,7,1,3,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
35,0,1,3,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
43,9,1,7,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
36,7,2,1,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,0
46,9,1,0,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
40,9,1,2,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
58,5,1,6,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
42,9,1,6,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
35,0,2,6,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,5
43,5,1,0,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
45,1,1,0,0,2,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
39,0,1,5,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
50,7,0,5,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
32,4,0,0,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
39,0,1,3,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
52,6,1,6,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
44,0,1,5,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
56,1,1,0,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
48,0,1,3,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
33,7,1,3,1,0,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
43,4,1,6,1,0,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
57,5,1,3,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
36,9,2,5,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,0
34,4,1,6,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
34,7,2,2,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,0
30,9,1,6,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
33,7,0,7,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
32,9,2,5,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,0
36,9,2,3,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,0
36,1,2,3,0,0,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,5
33,7,2,3,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,0
40,9,0,5,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
41,1,1,0,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
51,7,1,1,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
36,9,1,5,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
28,7,1,7,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
53,7,1,3,0,2,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
58,1,1,2,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
45,4,1,2,0,0,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
43,9,1,7,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
33,0,1,3,0,0,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
33,0,1,3,0,0,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
27,1,2,1,0,1,1,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,5
42,9,1,3,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
43,0,0,2,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
42,0,1,6,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
27,1,2,1,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,5
34,6,2,6,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,0
31,8,2,6,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,0
54,4,0,6,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
40,6,1,0,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
52,10,1,3,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
47,4,0,6,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
49,3,1,2,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
32,0,2,3,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,5
49,3,2,3,1,2,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
50,1,1,2,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
34,7,1,3,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
55,1,1,0,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
47,9,2,2,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,0
51,5,1,5,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
47,1,1,1,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
56,9,1,0,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
53,0,1,2,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
36,1,1,2,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
42,1,0,2,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
44,1,0,1,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
39,3,1,2,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,yes,1
37,0,2,3,0,2,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,5
60,1,1,7,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
36,7,1,3,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
42,4,0,6,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
31,0,1,3,0,2,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
53,9,0,5,1,0,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
45,1,1,0,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
37,9,2,5,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,0
47,6,1,5,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
49,1,0,3,0,0,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
36,0,1,6,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
35,7,0,3,0,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
38,11,1,7,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
38,7,2,3,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,0
50,1,0,3,1,0,2,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,3
59,5,1,5,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
43,11,1,7,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,4
42,0,1,3,0,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
40,0,1,1,1,2,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,1
46,1,1,7,1,0,0,may,mon,1.1,93.994,-36.4,4.857,5191.0,no,2
